customer_id,first_name,last_name,email,phone,address,city,state,zip_code,date_of_birth,registration_date,customer_segment,credit_score,annual_income,is_active,created_at,updated_at
CUST_000248,Sarah,Williams,sarah.williams784@yahoo.com,+1-258-924-7620,5237 Elm St,Dallas,TX,28340,2005-04-27,2022-10-20,Basic,565,183709.52,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000249,Robert,Lopez,robert.lopez598@business.org,+1-394-451-4643,8760 Elm St,New York,NY,72355,1947-05-01,2023-07-31,Basic,474,172111.77,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000250,David,Johnson,david.johnson132@outlook.com,+1-942-927-3999,5500 Elm St,San Diego,CA,21704,1987-09-01,2023-08-07,Standard,614,98582.7,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000251,Emily,Jones,emily.jones302@company.com,+1-320-581-1879,9562 Park St,San Jose,CA,91350,2001-03-20,2022-12-10,Standard,812,45967.79,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000252,William,Jones,william.jones56@yahoo.com,+1-340-305-6614,6705 Park St,San Antonio,TX,69974,1994-10-03,2023-10-26,Standard,382,110326.65,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000253,Emily,Hernandez,emily.hernandez5@company.com,+1-480-314-3762,9442 Oak St,New York,NY,74169,1999-09-16,2024-11-11,VIP,739,95593.86,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000254,Robert,Smith,robert.smith547@yahoo.com,+1-948-482-1230,5280 Park St,New York,NY,34979,2005-12-30,2025-07-26,Standard,531,146366.83,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000255,David,Williams,david.williams393@business.org,+1-802-413-3736,1070 Main St,Los Angeles,CA,49085,1981-07-07,2023-01-13,Basic,744,180395.46,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000256,Emily,Davis,emily.davis769@yahoo.com,+1-368-931-7609,314 Oak St,Philadelphia,PA,39402,1995-11-01,2024-05-28,Premium,816,54572.33,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000257,Mary,Hernandez,mary.hernandez385@outlook.com,+1-989-647-1796,9731 Main St,New York,NY,96765,1997-11-27,2025-06-24,Premium,418,97935.72,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000258,Jane,Rodriguez,jane.rodriguez486@yahoo.com,+1-410-811-1152,4934 Second St,Phoenix,AZ,96725,1998-07-19,2022-09-03,Basic,440,98294.51,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000259,William,Lopez,william.lopez121@outlook.com,+1-316-903-2741,8155 Oak St,San Jose,CA,89823,1989-09-07,2024-02-12,Standard,666,148101.43,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000260,Michael,Smith,michael.smith509@yahoo.com,+1-904-592-6416,3843 Main St,Dallas,TX,11671,1947-05-08,2025-02-02,Premium,805,51100.29,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000261,Christopher,Rodriguez,christopher.rodriguez741@gmail.com,+1-462-759-4787,7484 First St,Los Angeles,CA,44619,1965-12-14,2025-04-23,Premium,478,177974.58,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000262,Emily,Gonzalez,emily.gonzalez437@gmail.com,+1-297-971-1751,159 Oak St,Philadelphia,PA,96947,1949-07-17,2024-08-19,Basic,666,181542.33,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000263,Daniel,Lopez,daniel.lopez382@outlook.com,+1-387-216-7566,6558 Second St,Los Angeles,CA,45629,1972-12-31,2022-11-28,VIP,470,44784.9,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000264,Patricia,Williams,patricia.williams427@business.org,+1-694-921-8178,2970 Park St,Los Angeles,CA,59774,1975-06-08,2025-06-05,Standard,794,186069.65,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000265,Daniel,Miller,daniel.miller48@gmail.com,+1-467-770-6148,203 Elm St,San Diego,CA,98857,1960-07-09,2024-05-02,Basic,831,116543.06,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000266,Robert,Hernandez,robert.hernandez494@outlook.com,+1-879-792-7305,2436 Park St,Houston,TX,90335,2002-09-16,2025-07-11,Standard,817,173547.98,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000267,Patricia,Williams,patricia.williams770@company.com,+1-528-346-6421,4558 Main St,Los Angeles,CA,76444,1987-08-17,2023-06-20,VIP,540,38795.35,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000268,Christopher,Martinez,christopher.martinez91@company.com,+1-657-423-2944,8149 Elm St,San Diego,CA,95638,2006-01-04,2025-01-05,VIP,722,31270.59,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000269,Patricia,Johnson,patricia.johnson987@business.org,+1-852-411-9328,9214 Oak St,San Jose,CA,95799,1947-05-14,2023-01-12,Basic,672,169429.42,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000270,Patricia,Davis,patricia.davis574@business.org,+1-814-584-6952,7415 Main St,Philadelphia,PA,22771,1948-06-28,2024-05-06,Premium,649,87149.32,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000271,William,Rodriguez,william.rodriguez719@gmail.com,+1-246-268-9067,2302 Elm St,Philadelphia,PA,63636,1998-01-04,2024-03-01,Standard,492,46130.52,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000272,Sarah,Davis,sarah.davis734@outlook.com,+1-310-875-7790,762 Elm St,Houston,TX,98098,1954-10-12,2024-11-24,VIP,768,140229.92,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000273,Lisa,Smith,lisa.smith754@gmail.com,+1-766-543-8912,8329 Oak St,Dallas,TX,85832,1992-01-10,2024-11-14,Premium,696,140066.32,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000274,William,Miller,william.miller624@yahoo.com,+1-480-507-6617,4820 Second St,San Antonio,TX,27481,1995-03-18,2023-04-11,Basic,621,149578.01,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000275,Sarah,Brown,sarah.brown732@outlook.com,+1-903-453-3173,2914 Park St,San Jose,CA,81105,1950-06-20,2023-10-13,Premium,660,123399.04,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000276,James,Lopez,james.lopez293@company.com,+1-213-635-2744,415 Second St,Dallas,TX,29048,2002-11-05,2025-04-10,Standard,573,156282.38,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000277,David,Hernandez,david.hernandez150@gmail.com,+1-907-903-5835,3343 Park St,Phoenix,AZ,14234,1975-06-05,2023-01-20,Premium,529,154922.23,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000278,Sarah,Rodriguez,sarah.rodriguez710@gmail.com,+1-590-496-7825,5123 Park St,Phoenix,AZ,17051,2006-06-11,2024-03-07,Standard,753,170247.11,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000279,Christopher,Martinez,christopher.martinez757@business.org,+1-401-894-4170,4820 Second St,Dallas,TX,33255,1946-05-12,2025-03-04,Standard,477,153638.91,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000280,Robert,Smith,robert.smith286@business.org,+1-470-233-3636,9569 First St,San Antonio,TX,10739,1977-12-13,2022-12-22,Standard,340,51898.09,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000281,Jennifer,Smith,jennifer.smith864@outlook.com,+1-702-908-6866,1195 Elm St,San Jose,CA,51662,1960-06-20,2024-05-10,Standard,833,36930.88,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000282,Robert,Rodriguez,robert.rodriguez414@gmail.com,+1-557-326-4495,5438 First St,Dallas,TX,57290,1981-04-08,2024-05-13,VIP,309,45076.34,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000283,Lisa,Brown,lisa.brown941@business.org,+1-449-140-6258,6249 Main St,San Jose,CA,60577,1984-08-02,2024-01-02,Premium,829,168869.09,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000284,William,Gonzalez,william.gonzalez457@company.com,+1-244-403-4154,5249 Park St,Dallas,TX,20793,1998-12-30,2024-08-26,Premium,367,61886.76,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000285,Patricia,Hernandez,patricia.hernandez856@gmail.com,+1-410-650-8130,1182 Elm St,San Antonio,TX,99921,1993-10-23,2025-06-16,VIP,639,31630.11,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000286,John,Williams,john.williams572@gmail.com,+1-788-941-4729,4238 Second St,Phoenix,AZ,60860,1967-02-18,2023-04-28,VIP,623,27955.92,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000287,William,Smith,william.smith65@business.org,+1-246-817-2189,5861 Park St,San Jose,CA,23911,1981-08-08,2023-11-25,Premium,588,158922.99,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000288,Robert,Miller,robert.miller486@yahoo.com,+1-746-325-3234,6407 Park St,New York,NY,48663,1950-09-21,2024-10-12,Basic,682,192543.54,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000289,William,Rodriguez,william.rodriguez127@gmail.com,+1-205-686-7456,8801 Park St,Chicago,IL,21157,1980-04-08,2024-05-30,Basic,516,97214.54,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000290,Michael,Williams,michael.williams632@outlook.com,+1-398-217-3971,9295 Main St,Houston,TX,81939,1966-03-23,2025-03-07,Basic,368,68870.33,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000291,Mary,Martinez,mary.martinez975@outlook.com,+1-565-231-4842,1640 First St,San Diego,CA,91201,2001-05-05,2024-07-03,Basic,797,103863.05,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000292,Mary,Martinez,mary.martinez580@business.org,+1-573-927-6182,7018 Oak St,Chicago,IL,10633,1979-07-04,2024-03-17,Standard,746,73418.97,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000293,Michael,Hernandez,michael.hernandez899@company.com,+1-673-556-6877,5005 Second St,Philadelphia,PA,82308,1997-11-03,2024-08-09,Premium,587,175274.89,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000294,Daniel,Rodriguez,daniel.rodriguez270@gmail.com,+1-944-177-1305,8310 Elm St,Houston,TX,14088,1955-05-27,2023-04-27,Standard,337,121528.95,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000295,James,Gonzalez,james.gonzalez375@company.com,+1-428-890-5767,2194 Second St,Chicago,IL,75683,1961-10-24,2025-01-30,VIP,672,112879.27,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000296,Patricia,Gonzalez,patricia.gonzalez701@yahoo.com,+1-975-626-3299,7311 Oak St,San Jose,CA,33480,1956-10-17,2024-10-08,VIP,667,32073.47,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000297,Sarah,Johnson,sarah.johnson379@yahoo.com,+1-243-784-4387,8486 First St,Phoenix,AZ,60868,1965-06-20,2023-01-15,Premium,340,196603.21,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000298,Jane,Lopez,jane.lopez649@outlook.com,+1-959-369-9918,9342 Oak St,Dallas,TX,59369,1948-12-17,2023-06-20,Basic,379,115416.01,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000299,Daniel,Brown,daniel.brown416@outlook.com,+1-553-598-8898,9900 Main St,Dallas,TX,75776,1995-02-20,2023-02-15,Standard,535,38490.44,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000300,Sarah,Williams,sarah.williams162@outlook.com,+1-816-834-2938,3774 Second St,Chicago,IL,53283,1997-06-09,2022-11-21,VIP,790,61873.19,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000301,James,Miller,james.miller250@gmail.com,+1-330-687-3639,2208 Elm St,New York,NY,77193,2004-02-02,2024-10-07,Premium,470,70195.44,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000302,William,Miller,william.miller993@business.org,+1-852-119-5644,1405 Oak St,San Jose,CA,68877,1953-03-11,2022-12-12,VIP,474,63388.67,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000303,Jennifer,Williams,jennifer.williams841@yahoo.com,+1-838-775-9369,4334 Oak St,San Jose,CA,99861,1976-11-11,2023-01-18,Premium,535,91186.99,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000304,Jane,Smith,jane.smith536@business.org,+1-900-529-3450,9921 Main St,Houston,TX,33255,1964-11-29,2025-05-16,Premium,395,109392.16,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000305,Daniel,Martinez,daniel.martinez848@gmail.com,+1-993-794-8069,8554 Second St,Dallas,TX,58546,2003-09-16,2022-08-14,VIP,534,189223.78,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000306,Christopher,Gonzalez,christopher.gonzalez359@business.org,+1-959-879-2600,6972 Oak St,San Antonio,TX,43360,1964-10-19,2024-04-14,Premium,590,129701.16,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000307,David,Brown,david.brown727@gmail.com,+1-791-635-2930,8516 Main St,New York,NY,59155,1948-11-18,2024-06-09,Basic,718,88397.21,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000308,Robert,Hernandez,robert.hernandez260@outlook.com,+1-748-533-6990,4515 Elm St,San Jose,CA,62095,1989-05-01,2023-04-10,VIP,483,89787.27,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000309,David,Jones,david.jones353@company.com,+1-953-241-2951,3765 Second St,San Jose,CA,31206,1998-08-11,2024-05-21,VIP,646,165149.4,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000310,Michael,Miller,michael.miller824@gmail.com,+1-348-582-8133,1445 Main St,New York,NY,44483,1987-09-17,2023-07-06,Premium,338,151786.57,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000311,Jennifer,Hernandez,jennifer.hernandez294@business.org,+1-258-892-3871,8100 Second St,Dallas,TX,11403,1989-07-05,2022-09-07,Basic,499,30881.64,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000312,Jennifer,Williams,jennifer.williams369@yahoo.com,+1-870-100-3579,1423 First St,New York,NY,62354,1975-12-04,2023-05-17,VIP,505,115604.97,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000313,Daniel,Johnson,daniel.johnson292@business.org,+1-796-456-6693,4531 Oak St,Dallas,TX,89477,1990-02-25,2023-01-15,VIP,304,70693.81,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000314,William,Johnson,william.johnson75@business.org,+1-501-448-2917,8410 First St,Dallas,TX,80504,1956-01-11,2024-03-09,VIP,686,123554.51,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000315,Christopher,Garcia,christopher.garcia698@company.com,+1-800-982-1448,7897 Main St,San Diego,CA,43792,2001-07-18,2023-06-12,Standard,535,165028.24,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000316,Emily,Rodriguez,emily.rodriguez10@outlook.com,+1-454-394-2523,6537 Elm St,Dallas,TX,54825,2000-10-13,2024-08-03,VIP,621,86869.14,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000317,Michael,Lopez,michael.lopez511@yahoo.com,+1-440-853-4965,4349 Oak St,Houston,TX,40042,1989-05-31,2024-03-10,Basic,459,161314.23,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000318,Daniel,Johnson,daniel.johnson629@gmail.com,+1-982-977-9871,693 Second St,San Diego,CA,58653,1951-12-03,2023-10-28,VIP,581,110890.94,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000319,Robert,Brown,robert.brown132@gmail.com,+1-738-918-7933,7837 Park St,San Jose,CA,14268,1962-07-11,2023-08-23,VIP,478,105009.31,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000320,Mary,Rodriguez,mary.rodriguez324@gmail.com,+1-212-790-4452,6217 Park St,San Diego,CA,23205,1978-05-30,2023-07-25,Basic,491,120998.6,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000321,David,Davis,david.davis352@outlook.com,+1-388-610-7945,3450 Second St,San Jose,CA,58799,1974-11-08,2023-05-06,Basic,761,56480.62,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000322,Jennifer,Hernandez,jennifer.hernandez834@gmail.com,+1-938-376-4863,9099 Second St,Houston,TX,59923,1990-01-06,2024-10-09,Standard,784,165991.96,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000323,Robert,Davis,robert.davis915@business.org,+1-746-837-6172,7973 First St,Chicago,IL,42895,1957-03-04,2025-04-28,VIP,401,145845.06,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000324,Sarah,Jones,sarah.jones860@gmail.com,+1-660-862-6483,4257 First St,San Diego,CA,57226,1957-05-02,2024-02-23,Basic,320,97058.16,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000325,Patricia,Hernandez,patricia.hernandez204@business.org,+1-789-765-9821,2860 First St,San Jose,CA,56544,1978-06-10,2022-09-23,VIP,757,180685.68,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000326,Jennifer,Jones,jennifer.jones647@yahoo.com,+1-371-755-6527,6912 Elm St,San Diego,CA,90256,1956-04-27,2023-04-28,Premium,381,53349.91,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000327,Emily,Garcia,emily.garcia728@outlook.com,+1-819-760-7479,4445 Second St,Phoenix,AZ,57600,1954-12-13,2022-09-02,VIP,723,54280.67,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000328,Michael,Lopez,michael.lopez678@outlook.com,+1-961-817-2311,3451 Oak St,Houston,TX,62041,1998-05-13,2025-01-20,Premium,784,120975.91,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000329,Christopher,Miller,christopher.miller784@gmail.com,+1-306-368-3544,1382 Elm St,Dallas,TX,61097,1979-11-07,2024-04-21,Standard,590,102553.07,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000330,Michael,Rodriguez,michael.rodriguez30@gmail.com,+1-879-465-6328,7802 Second St,Chicago,IL,80855,1983-03-02,2023-02-04,Standard,481,128395.41,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000331,James,Lopez,james.lopez446@business.org,+1-855-754-9745,5074 First St,San Jose,CA,73131,1959-03-11,2024-04-25,Premium,752,78876.93,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000332,David,Williams,david.williams11@gmail.com,+1-735-934-3233,5635 First St,Phoenix,AZ,71498,1959-08-07,2025-07-17,VIP,788,77431.84,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000333,Christopher,Jones,christopher.jones237@gmail.com,+1-761-482-4089,6746 Park St,San Jose,CA,67292,1972-03-10,2024-03-10,Standard,699,169974.7,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000334,David,Johnson,david.johnson641@yahoo.com,+1-729-882-5454,4665 Elm St,San Antonio,TX,79722,1983-06-28,2023-04-11,Standard,370,56921.26,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000335,Jane,Hernandez,jane.hernandez633@company.com,+1-478-817-9060,3077 First St,San Diego,CA,12542,1993-12-15,2025-04-24,Premium,490,195158.21,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000336,David,Williams,david.williams745@gmail.com,+1-438-192-3468,242 Second St,San Diego,CA,38467,1976-12-06,2023-03-27,Basic,810,199643.6,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000337,Mary,Gonzalez,mary.gonzalez339@gmail.com,+1-968-249-1918,4367 Second St,New York,NY,19356,1958-11-15,2022-12-15,Standard,496,181747.32,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000338,Patricia,Miller,patricia.miller125@yahoo.com,+1-594-889-8257,4050 Elm St,New York,NY,14392,1989-09-26,2023-01-03,Premium,833,141551.38,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000339,Lisa,Miller,lisa.miller959@outlook.com,+1-362-744-1691,9005 Park St,Phoenix,AZ,26009,1984-11-17,2022-11-22,Basic,503,88074.66,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000340,Patricia,Hernandez,patricia.hernandez997@gmail.com,+1-441-748-8113,5317 Main St,Houston,TX,31936,1982-11-01,2024-12-01,VIP,548,26562.72,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000341,Jennifer,Gonzalez,jennifer.gonzalez705@business.org,+1-358-480-2466,4076 Oak St,San Diego,CA,75525,1999-05-28,2023-09-10,Premium,361,87215.59,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000342,Mary,Rodriguez,mary.rodriguez129@company.com,+1-438-424-6690,7188 Elm St,Los Angeles,CA,35292,2005-09-09,2023-06-22,Basic,437,68871.84,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000343,Lisa,Lopez,lisa.lopez573@outlook.com,+1-755-813-9029,3110 Park St,San Diego,CA,34461,1958-11-01,2023-08-22,Basic,779,73181.78,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000344,Jane,Rodriguez,jane.rodriguez461@outlook.com,+1-469-654-7014,7440 Main St,Chicago,IL,93627,1962-03-19,2023-06-19,Standard,319,133453.56,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000345,Christopher,Martinez,christopher.martinez329@gmail.com,+1-874-651-7348,3111 Park St,Houston,TX,99551,1962-12-20,2024-09-22,Basic,630,96715.79,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000346,Jane,Johnson,jane.johnson675@gmail.com,+1-244-955-3126,2927 Main St,Dallas,TX,36486,1998-01-01,2022-11-13,Standard,401,30568.0,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000347,James,Davis,james.davis639@business.org,+1-462-150-7002,3617 Park St,Dallas,TX,19289,2006-06-07,2024-06-02,VIP,381,106910.35,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000348,Emily,Rodriguez,emily.rodriguez842@outlook.com,+1-925-159-5355,8668 Main St,San Antonio,TX,19225,1980-05-04,2025-02-25,Standard,831,41995.87,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000349,William,Miller,william.miller198@business.org,+1-872-354-3931,9150 Elm St,Houston,TX,83156,1970-05-11,2024-12-30,Basic,769,147946.32,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000350,Daniel,Johnson,daniel.johnson812@yahoo.com,+1-763-511-9268,5530 Elm St,Chicago,IL,30732,1959-09-16,2023-02-08,Basic,622,121264.23,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000351,Patricia,Garcia,patricia.garcia783@company.com,+1-943-431-4943,9227 Park St,San Antonio,TX,38039,1973-12-15,2024-03-01,Basic,763,103312.46,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000352,John,Lopez,john.lopez292@business.org,+1-216-630-3213,4946 Main St,New York,NY,49365,1987-09-13,2024-05-21,Basic,322,160016.54,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000353,Daniel,Rodriguez,daniel.rodriguez570@business.org,+1-785-258-2544,619 Second St,Dallas,TX,56616,1993-08-07,2024-10-24,Basic,675,180684.44,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000354,Sarah,Jones,sarah.jones95@business.org,+1-609-682-4562,1265 Elm St,Phoenix,AZ,52558,1964-04-25,2024-08-14,VIP,397,129165.46,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000355,John,Lopez,john.lopez391@gmail.com,+1-998-157-6478,5701 Second St,San Jose,CA,64594,1996-10-16,2024-04-26,Premium,691,34472.39,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000356,Emily,Rodriguez,emily.rodriguez154@outlook.com,+1-714-814-4617,2510 Main St,San Jose,CA,98294,1972-05-11,2023-02-03,Premium,527,100588.74,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000357,Michael,Williams,michael.williams85@company.com,+1-785-863-1807,8981 Second St,Philadelphia,PA,44413,1999-12-22,2023-05-10,VIP,433,158355.76,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000358,William,Brown,william.brown405@business.org,+1-400-674-9589,4035 Oak St,San Diego,CA,19390,1983-09-20,2023-03-07,Basic,391,44692.73,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000359,Robert,Garcia,robert.garcia196@outlook.com,+1-552-708-1396,4995 Oak St,Philadelphia,PA,55838,1952-04-27,2023-02-10,Standard,751,32853.57,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000360,Sarah,Hernandez,sarah.hernandez160@gmail.com,+1-315-857-1893,3983 Park St,Philadelphia,PA,29356,1981-10-18,2025-07-06,Basic,413,78395.66,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000361,John,Garcia,john.garcia758@business.org,+1-416-308-9952,8574 First St,Houston,TX,81932,1964-04-09,2024-10-18,Premium,685,127025.87,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000362,David,Williams,david.williams291@yahoo.com,+1-913-732-5444,870 Second St,New York,NY,95820,2006-11-09,2025-03-20,VIP,577,141021.79,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000363,Patricia,Johnson,patricia.johnson300@company.com,+1-436-489-9331,1632 First St,New York,NY,73525,1954-01-14,2022-08-11,Premium,490,59803.16,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000364,William,Lopez,william.lopez41@yahoo.com,+1-742-412-6465,8028 Second St,New York,NY,30578,2005-12-15,2023-08-24,Basic,663,134415.42,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000365,William,Jones,william.jones641@outlook.com,+1-596-934-1482,9093 First St,New York,NY,39567,1993-12-29,2023-09-04,VIP,440,40364.13,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000366,William,Hernandez,william.hernandez894@yahoo.com,+1-627-346-3502,6988 First St,San Jose,CA,89346,1978-01-23,2023-01-27,Standard,511,139182.71,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000367,Patricia,Williams,patricia.williams706@business.org,+1-338-540-3378,9255 Oak St,Phoenix,AZ,51614,2001-07-09,2022-08-08,Premium,488,80579.58,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000368,Mary,Smith,mary.smith902@company.com,+1-621-410-8258,4486 Oak St,Philadelphia,PA,34632,1998-01-10,2024-11-07,Standard,326,158428.31,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000369,Jennifer,Martinez,jennifer.martinez237@business.org,+1-437-336-1427,5887 Main St,San Jose,CA,72469,1995-07-30,2022-10-10,VIP,682,57195.88,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000370,Lisa,Davis,lisa.davis168@yahoo.com,+1-431-133-7694,246 First St,Chicago,IL,64138,1987-08-22,2024-06-14,Standard,367,55988.69,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000371,Patricia,Martinez,patricia.martinez705@outlook.com,+1-668-352-8005,6634 Main St,San Diego,CA,89682,1973-06-24,2023-11-02,VIP,849,116915.34,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000372,William,Johnson,william.johnson468@gmail.com,+1-451-631-9812,6482 Elm St,San Diego,CA,15144,1957-07-28,2023-06-02,Premium,494,75956.39,False,2025-08-04 19:19:11,2025-08-04 19:19:11
