employee_id,first_name,last_name,email,phone,department,position,hire_date,salary,manager_id,is_active,created_at,updated_at
EMP_000152,Drew,Anderson,drew.anderson@company.com,+1-432-952-9811,Customer Service,Coordinator,2016-06-15,83437.43,EMP_000027,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000153,Taylor,White,taylor.white@company.com,+1-926-763-3060,Sales,Coordinator,2019-01-06,68589.59,EMP_000024,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000154,Drew,Harris,drew.harris@company.com,+1-207-150-1405,Finance,Coordinator,2022-02-18,128769.29,EMP_000020,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000155,Casey,Anderson,casey.anderson@company.com,+1-500-485-7144,Operations,Specialist,2016-09-13,139333.26,EMP_000036,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000156,Drew,Harris,drew.harris@company.com,+1-620-151-6355,Customer Service,Associate,2022-07-28,57801.22,EMP_000020,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000157,Drew,Jackson,drew.jackson@company.com,+1-701-874-8259,IT,Coordinator,2025-03-08,102833.12,EMP_000020,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000158,Taylor,Moore,taylor.moore@company.com,+1-718-924-1473,HR,Senior Specialist,2022-10-16,134274.11,EMP_000024,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000159,Drew,White,drew.white@company.com,+1-333-974-4019,Customer Service,Associate,2021-09-26,117065.83,EMP_000004,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000160,Drew,Jackson,drew.jackson@company.com,+1-818-722-6685,Marketing,Manager,2025-05-29,116427.18,EMP_000044,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000161,Casey,Wilson,casey.wilson@company.com,+1-321-279-3492,IT,Senior Specialist,2016-12-18,127801.11,EMP_000028,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000162,Blake,Taylor,blake.taylor@company.com,+1-610-237-6177,Finance,Manager,2021-02-18,43052.38,EMP_000006,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000163,Morgan,Thompson,morgan.thompson@company.com,+1-294-481-9247,Customer Service,Specialist,2019-07-13,127657.01,EMP_000041,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000164,Alex,Anderson,alex.anderson@company.com,+1-978-649-1245,Sales,Associate,2018-11-28,96789.74,EMP_000026,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000165,Blake,Wilson,blake.wilson@company.com,+1-400-995-2296,Marketing,Coordinator,2018-10-31,137072.64,EMP_000023,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000166,Alex,Taylor,alex.taylor@company.com,+1-656-238-7693,Customer Service,Specialist,2015-12-13,58052.09,EMP_000028,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000167,Casey,Thompson,casey.thompson@company.com,+1-368-154-4340,Finance,Specialist,2022-12-11,120895.73,EMP_000031,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000168,Taylor,White,taylor.white@company.com,+1-554-813-7322,Customer Service,Coordinator,2024-12-21,90732.47,EMP_000023,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000169,Jamie,Taylor,jamie.taylor@company.com,+1-726-279-6075,Marketing,Manager,2017-12-23,101324.13,EMP_000049,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000170,Jamie,Taylor,jamie.taylor@company.com,+1-570-916-5396,Sales,Manager,2017-12-06,143903.0,EMP_000017,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000171,Jamie,Taylor,jamie.taylor@company.com,+1-867-578-6546,Operations,Senior Specialist,2015-10-04,61649.03,EMP_000005,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000172,Casey,Moore,casey.moore@company.com,+1-357-830-8331,IT,Coordinator,2018-08-13,124188.5,EMP_000047,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000173,Jordan,Harris,jordan.harris@company.com,+1-648-892-7523,Customer Service,Senior Specialist,2022-10-15,113094.79,EMP_000042,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000174,Blake,Wilson,blake.wilson@company.com,+1-231-296-9829,HR,Senior Specialist,2016-04-26,48005.36,EMP_000031,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000175,Alex,Anderson,alex.anderson@company.com,+1-268-721-7341,Marketing,Manager,2022-08-26,76184.64,EMP_000041,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000176,Alex,White,alex.white@company.com,+1-823-911-4760,IT,Coordinator,2019-11-14,131271.79,EMP_000018,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000177,Jamie,Moore,jamie.moore@company.com,+1-512-112-1585,Customer Service,Manager,2019-09-27,47603.59,EMP_000026,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000178,Blake,Taylor,blake.taylor@company.com,+1-726-168-7962,IT,Senior Specialist,2022-05-20,67951.29,EMP_000043,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000179,Morgan,Taylor,morgan.taylor@company.com,+1-637-154-9711,Marketing,Coordinator,2015-08-27,79779.49,EMP_000005,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000180,Taylor,Harris,taylor.harris@company.com,+1-921-903-2755,Sales,Specialist,2022-10-23,110801.43,EMP_000008,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000181,Blake,Taylor,blake.taylor@company.com,+1-751-852-7324,Customer Service,Coordinator,2019-02-21,103720.77,EMP_000038,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000182,Alex,Taylor,alex.taylor@company.com,+1-522-592-3176,Customer Service,Associate,2024-05-03,70166.49,EMP_000029,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000183,Morgan,White,morgan.white@company.com,+1-438-137-2467,Customer Service,Coordinator,2019-06-14,122246.89,EMP_000025,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000184,Casey,Taylor,casey.taylor@company.com,+1-335-308-4709,Finance,Associate,2023-09-08,97360.98,EMP_000016,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000185,Casey,Thompson,casey.thompson@company.com,+1-861-775-9191,Sales,Associate,2016-05-07,57282.8,EMP_000037,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000186,Casey,Anderson,casey.anderson@company.com,+1-928-691-4474,Marketing,Senior Specialist,2024-02-25,44926.03,EMP_000008,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000187,Casey,Moore,casey.moore@company.com,+1-379-102-1266,Sales,Coordinator,2021-03-08,90744.0,EMP_000025,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000188,Alex,Anderson,alex.anderson@company.com,+1-720-961-8878,Operations,Associate,2024-02-23,41232.45,EMP_000006,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000189,Taylor,Jackson,taylor.jackson@company.com,+1-592-915-2522,IT,Manager,2017-05-21,65875.5,EMP_000036,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000190,Jamie,Moore,jamie.moore@company.com,+1-856-187-9361,Customer Service,Manager,2016-09-10,93084.66,EMP_000027,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000191,Taylor,Jackson,taylor.jackson@company.com,+1-516-518-6183,Customer Service,Manager,2025-02-13,40401.49,EMP_000047,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000192,Blake,White,blake.white@company.com,+1-386-103-7063,Customer Service,Specialist,2021-10-25,144774.66,EMP_000038,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000193,Blake,Thompson,blake.thompson@company.com,+1-539-120-1754,HR,Associate,2018-01-06,82892.75,EMP_000018,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000194,Jordan,Anderson,jordan.anderson@company.com,+1-862-502-7077,IT,Manager,2017-07-24,49932.59,EMP_000015,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000195,Alex,Harris,alex.harris@company.com,+1-754-431-2647,HR,Coordinator,2016-05-03,141463.43,EMP_000038,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000196,Blake,Anderson,blake.anderson@company.com,+1-735-729-1246,IT,Coordinator,2016-12-26,61411.21,EMP_000027,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000197,Morgan,Wilson,morgan.wilson@company.com,+1-586-647-7639,Marketing,Associate,2018-09-15,90502.47,EMP_000001,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000198,Drew,Thompson,drew.thompson@company.com,+1-683-641-8951,Customer Service,Coordinator,2024-09-11,80049.28,EMP_000024,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000199,Casey,Jackson,casey.jackson@company.com,+1-664-964-2270,Finance,Associate,2021-04-13,42571.1,EMP_000039,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000200,Casey,Anderson,casey.anderson@company.com,+1-289-235-8071,Operations,Specialist,2020-05-31,133419.71,EMP_000041,True,2025-08-04 19:19:11,2025-08-04 19:19:11
