order_id,customer_id,product_id,employee_id,order_date,ship_date,quantity,unit_price,discount_percent,tax_amount,total_amount,order_status,shipping_address,payment_method,created_at,updated_at
ORD_00001373,CUST_000913,PROD_000056,EMP_000019,2024-03-12,2024-03-14,5,610.25,28.6,23.86,988.14,Pending,8767 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001374,CUST_000998,PROD_000062,EMP_000014,2025-02-19,2025-02-26,6,783.64,17.4,25.94,832.22,Pending,3849 Main St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001375,CUST_000821,PROD_000005,EMP_000063,2024-02-29,2024-03-07,5,551.66,11.2,9.27,47.06,Pending,2114 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001376,CUST_000078,PROD_000181,EMP_000065,2024-09-26,2024-09-27,9,96.36,1.4,51.78,972.79,Pending,6957 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001377,CUST_000457,PROD_000165,EMP_000162,2024-02-05,2024-02-09,3,761.88,8.4,60.66,483.46,Pending,3435 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001378,CUST_000287,PROD_000049,EMP_000165,2025-07-13,2025-07-18,8,263.24,21.7,30.68,138.41,Pending,6740 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001379,CUST_000825,PROD_000006,EMP_000076,2025-06-18,2025-06-25,1,74.97,18.9,11.05,130.74,Shipped,6003 Pine St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001380,CUST_000311,PROD_000035,EMP_000013,2023-12-28,2024-01-05,3,687.78,3.8,23.2,960.5,Delivered,7607 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001381,CUST_000387,PROD_000200,EMP_000020,2024-03-21,2024-03-30,10,892.3,16.8,58.21,501.85,Cancelled,7438 Pine St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001382,CUST_000754,PROD_000113,EMP_000095,2024-04-03,2024-04-05,4,505.09,13.9,7.65,791.94,Cancelled,8799 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001383,CUST_000468,PROD_000165,EMP_000163,2023-11-13,2023-11-16,1,284.95,14.3,3.88,367.63,Cancelled,4144 Pine St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001384,CUST_000420,PROD_000131,EMP_000022,2024-03-08,2024-03-16,4,287.73,16.2,89.88,40.31,Cancelled,6599 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001385,CUST_000642,PROD_000163,EMP_000028,2024-11-23,2024-11-29,8,806.8,15.3,61.98,908.1,Pending,8837 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001386,CUST_000678,PROD_000101,EMP_000185,2024-12-02,2024-12-05,1,368.07,8.4,30.57,199.3,Processing,9561 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001387,CUST_000691,PROD_000145,EMP_000081,2025-05-12,2025-05-17,1,943.71,6.8,31.4,426.27,Delivered,139 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001388,CUST_000987,PROD_000163,EMP_000020,2024-04-11,2024-04-17,4,464.04,19.7,18.59,689.92,Shipped,5883 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001389,CUST_000774,PROD_000057,EMP_000173,2024-08-24,2024-08-30,5,289.58,22.8,3.6,761.26,Cancelled,9724 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001390,CUST_000480,PROD_000179,EMP_000129,2024-04-24,2024-05-03,9,972.32,17.6,87.67,647.9,Returned,2219 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001391,CUST_000467,PROD_000200,EMP_000036,2025-06-25,2025-06-26,5,31.44,22.7,31.04,762.22,Pending,2045 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001392,CUST_000109,PROD_000177,EMP_000114,2024-06-17,2024-06-23,8,542.03,0.5,94.36,103.83,Pending,5090 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001393,CUST_000496,PROD_000021,EMP_000134,2024-06-11,2024-06-18,5,951.52,4.5,43.34,771.9,Shipped,8153 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001394,CUST_000562,PROD_000107,EMP_000121,2024-01-05,2024-01-07,2,807.14,29.4,50.21,471.54,Pending,3784 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001395,CUST_000475,PROD_000199,EMP_000013,2024-09-03,2024-09-08,5,231.88,22.6,46.36,143.26,Delivered,6933 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001396,CUST_000914,PROD_000066,EMP_000154,2023-09-30,2023-10-01,4,642.69,1.7,79.81,235.3,Pending,7603 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001397,CUST_000414,PROD_000147,EMP_000042,2024-11-09,2024-11-14,8,32.1,25.7,12.12,929.8,Returned,3140 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001398,CUST_000437,PROD_000197,EMP_000074,2024-02-27,2024-03-02,3,254.98,24.4,92.23,692.45,Shipped,1588 Main St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001399,CUST_000475,PROD_000095,EMP_000153,2025-02-14,2025-02-16,8,66.29,7.4,24.2,761.34,Shipped,3241 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001400,CUST_000910,PROD_000098,EMP_000175,2024-08-06,2024-08-14,5,38.04,24.4,96.75,691.94,Processing,6225 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001401,CUST_000897,PROD_000167,EMP_000172,2025-05-02,2025-05-05,4,132.23,24.6,25.78,640.62,Pending,9698 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001402,CUST_000389,PROD_000003,EMP_000126,2025-07-06,2025-07-08,4,739.63,19.5,20.39,786.22,Shipped,2107 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001403,CUST_000317,PROD_000068,EMP_000042,2023-09-12,2023-09-19,8,657.44,28.4,74.83,371.88,Processing,9184 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001404,CUST_000794,PROD_000109,EMP_000031,2024-09-14,2024-09-16,7,117.57,20.6,66.81,624.96,Returned,5097 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001405,CUST_000812,PROD_000180,EMP_000022,2024-06-06,2024-06-15,5,852.5,9.9,20.97,765.56,Shipped,8771 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001406,CUST_000131,PROD_000185,EMP_000165,2024-02-08,2024-02-18,6,69.42,3.2,85.15,584.72,Returned,5095 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001407,CUST_000137,PROD_000050,EMP_000089,2025-01-19,2025-01-28,6,597.22,24.8,51.12,696.73,Returned,5461 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001408,CUST_000531,PROD_000008,EMP_000087,2024-03-01,2024-03-02,8,322.98,26.2,71.61,513.4,Cancelled,7391 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001409,CUST_000808,PROD_000076,EMP_000034,2024-11-11,2024-11-17,3,287.68,21.0,49.23,487.6,Shipped,4481 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001410,CUST_000814,PROD_000151,EMP_000063,2024-11-06,2024-11-07,5,432.86,24.2,4.88,18.62,Cancelled,8718 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001411,CUST_000305,PROD_000140,EMP_000112,2024-06-30,2024-07-03,8,370.5,11.0,20.79,468.01,Processing,9216 Pine St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001412,CUST_000824,PROD_000098,EMP_000006,2023-10-05,2023-10-15,2,148.31,0.7,84.64,34.11,Processing,5906 Pine St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001413,CUST_000618,PROD_000112,EMP_000012,2025-01-13,2025-01-15,7,69.83,25.0,61.45,986.37,Processing,2316 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001414,CUST_000032,PROD_000113,EMP_000145,2024-04-11,2024-04-14,7,952.67,10.8,93.81,796.07,Returned,7814 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001415,CUST_000703,PROD_000101,EMP_000199,2025-03-29,2025-03-30,4,140.37,1.8,82.52,752.02,Returned,9577 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001416,CUST_000650,PROD_000153,EMP_000131,2023-09-13,2023-09-22,5,948.25,28.1,45.99,577.48,Processing,3978 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001417,CUST_000606,PROD_000068,EMP_000146,2024-03-10,2024-03-17,5,342.75,24.0,60.45,750.97,Shipped,5801 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001418,CUST_000460,PROD_000186,EMP_000050,2025-02-07,2025-02-09,8,712.52,8.6,72.79,662.16,Processing,7200 Main St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001419,CUST_000235,PROD_000034,EMP_000038,2024-02-09,2024-02-14,1,169.78,18.0,20.87,863.87,Processing,7796 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001420,CUST_000419,PROD_000070,EMP_000182,2024-04-18,2024-04-19,5,978.7,8.3,92.3,342.99,Shipped,1627 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001421,CUST_000387,PROD_000060,EMP_000130,2024-01-16,2024-01-18,2,965.17,10.5,93.77,710.28,Processing,8715 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001422,CUST_000489,PROD_000199,EMP_000167,2025-06-26,2025-07-01,6,591.78,5.1,94.63,530.63,Returned,2210 Pine St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001423,CUST_000494,PROD_000070,EMP_000047,2024-03-19,2024-03-23,10,218.08,21.0,21.7,754.49,Returned,7485 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001424,CUST_000533,PROD_000056,EMP_000156,2024-05-09,2024-05-16,10,195.23,24.7,34.47,50.65,Processing,6216 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001425,CUST_000775,PROD_000043,EMP_000018,2024-05-09,2024-05-14,4,895.08,18.8,95.38,699.94,Delivered,9327 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001426,CUST_000222,PROD_000128,EMP_000018,2024-08-17,2024-08-23,6,481.63,3.3,2.63,189.7,Cancelled,9303 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001427,CUST_000570,PROD_000117,EMP_000057,2025-05-28,2025-05-29,10,988.25,1.6,62.27,842.88,Delivered,7362 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001428,CUST_000627,PROD_000122,EMP_000050,2025-03-23,2025-03-28,2,744.65,15.5,5.17,978.92,Processing,7437 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001429,CUST_000655,PROD_000179,EMP_000007,2023-11-21,2023-11-30,3,417.85,21.5,0.03,68.2,Processing,2832 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001430,CUST_000893,PROD_000041,EMP_000193,2025-05-08,2025-05-10,9,588.49,22.6,27.93,188.19,Cancelled,5298 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001431,CUST_000135,PROD_000061,EMP_000054,2025-06-26,2025-06-28,6,812.57,27.2,89.37,520.93,Delivered,5748 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001432,CUST_000457,PROD_000159,EMP_000008,2024-07-30,2024-08-03,3,204.64,24.6,55.08,543.04,Delivered,50 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001433,CUST_000477,PROD_000087,EMP_000004,2025-05-27,2025-05-30,5,130.54,6.6,2.4,449.26,Returned,8950 Pine St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001434,CUST_000358,PROD_000133,EMP_000180,2023-10-08,2023-10-16,6,347.26,16.2,94.95,14.84,Shipped,9422 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001435,CUST_000045,PROD_000076,EMP_000159,2024-08-25,2024-09-02,3,902.23,11.7,62.2,680.38,Processing,7297 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001436,CUST_000107,PROD_000139,EMP_000032,2024-08-21,2024-08-26,3,48.96,23.8,91.89,654.79,Shipped,5308 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001437,CUST_000150,PROD_000028,EMP_000125,2024-06-19,2024-06-26,5,665.77,27.9,60.48,209.18,Cancelled,4695 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001438,CUST_000460,PROD_000066,EMP_000009,2024-07-13,2024-07-21,9,895.45,16.8,87.7,425.27,Cancelled,5897 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001439,CUST_000278,PROD_000159,EMP_000020,2024-05-03,2024-05-05,1,401.33,24.3,43.68,644.7,Delivered,4747 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001440,CUST_000242,PROD_000168,EMP_000149,2023-11-03,2023-11-11,9,615.03,9.5,45.45,61.86,Processing,4567 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001441,CUST_000442,PROD_000190,EMP_000069,2025-04-13,2025-04-19,10,526.31,4.4,89.39,982.35,Delivered,8956 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001442,CUST_000003,PROD_000075,EMP_000011,2024-05-10,2024-05-18,10,208.89,10.3,80.18,839.62,Shipped,6454 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001443,CUST_000922,PROD_000179,EMP_000151,2024-05-18,2024-05-21,1,835.33,23.2,94.05,228.37,Returned,2606 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001444,CUST_000795,PROD_000128,EMP_000031,2024-08-18,2024-08-21,6,395.49,14.5,18.46,81.64,Processing,80 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001445,CUST_000676,PROD_000130,EMP_000148,2024-04-22,2024-04-28,10,123.98,7.0,70.56,189.81,Delivered,6237 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001446,CUST_000553,PROD_000186,EMP_000001,2023-12-18,2023-12-24,8,813.08,6.4,65.34,55.72,Processing,506 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001447,CUST_000841,PROD_000063,EMP_000164,2025-05-21,2025-05-28,6,657.68,3.8,51.56,439.35,Cancelled,4374 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001448,CUST_000836,PROD_000008,EMP_000189,2024-05-09,2024-05-17,1,431.92,0.7,27.24,383.55,Shipped,3926 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001449,CUST_000053,PROD_000072,EMP_000188,2025-07-02,2025-07-12,2,732.27,19.8,99.18,892.82,Shipped,3228 Pine St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001450,CUST_000677,PROD_000187,EMP_000164,2025-05-11,2025-05-18,4,508.69,21.1,43.67,876.24,Shipped,7832 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001451,CUST_000853,PROD_000002,EMP_000190,2024-09-29,2024-10-05,5,972.5,25.0,43.71,130.72,Processing,4760 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001452,CUST_000069,PROD_000071,EMP_000044,2024-09-23,2024-10-01,9,367.92,7.0,6.35,117.74,Returned,9902 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001453,CUST_000429,PROD_000054,EMP_000182,2025-02-07,2025-02-12,10,180.29,19.0,13.64,716.62,Cancelled,9589 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001454,CUST_000322,PROD_000145,EMP_000007,2025-03-31,2025-04-01,8,701.68,3.7,86.12,147.23,Returned,111 Pine St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001455,CUST_000265,PROD_000200,EMP_000090,2024-02-27,2024-03-05,8,924.41,14.5,36.34,829.35,Shipped,1810 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001456,CUST_000713,PROD_000098,EMP_000100,2023-10-08,2023-10-09,5,322.48,16.4,83.78,580.96,Pending,6585 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001457,CUST_000451,PROD_000168,EMP_000103,2024-07-20,2024-07-28,8,754.31,12.0,37.24,479.1,Delivered,6306 Pine St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001458,CUST_000997,PROD_000101,EMP_000012,2024-03-29,2024-04-07,6,134.46,15.0,73.74,348.6,Returned,2289 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001459,CUST_000338,PROD_000083,EMP_000048,2024-09-19,2024-09-21,8,370.11,8.6,62.32,524.21,Cancelled,2202 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001460,CUST_000480,PROD_000093,EMP_000077,2025-03-09,2025-03-14,3,174.94,12.9,68.69,558.47,Returned,666 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001461,CUST_000847,PROD_000138,EMP_000120,2023-12-03,2023-12-07,9,437.47,20.6,3.47,386.1,Delivered,2289 Pine St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001462,CUST_000208,PROD_000150,EMP_000010,2024-05-18,2024-05-22,3,802.09,2.6,24.72,202.04,Cancelled,3112 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001463,CUST_000841,PROD_000006,EMP_000021,2024-11-29,2024-12-01,2,802.95,15.2,66.86,406.48,Shipped,8221 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001464,CUST_000536,PROD_000128,EMP_000082,2024-08-17,2024-08-23,3,699.55,10.7,56.95,113.3,Pending,4530 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001465,CUST_000469,PROD_000065,EMP_000089,2023-11-19,2023-11-27,9,219.0,2.2,45.31,576.15,Cancelled,3273 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001466,CUST_000948,PROD_000023,EMP_000169,2023-08-05,2023-08-09,6,355.6,11.9,42.42,621.45,Processing,3332 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001467,CUST_000907,PROD_000191,EMP_000138,2023-08-07,2023-08-14,5,77.6,19.6,92.34,333.75,Returned,6342 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001468,CUST_000630,PROD_000192,EMP_000150,2023-11-28,2023-11-30,7,137.61,25.8,93.43,313.45,Delivered,6897 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001469,CUST_000201,PROD_000101,EMP_000176,2023-12-06,2023-12-15,5,146.0,15.8,36.19,125.75,Cancelled,7497 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001470,CUST_000579,PROD_000187,EMP_000156,2024-03-29,2024-03-30,2,814.52,0.1,65.5,931.24,Delivered,1263 Main St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001471,CUST_000806,PROD_000159,EMP_000081,2023-09-08,2023-09-11,1,195.98,28.7,45.42,109.85,Processing,2035 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001472,CUST_000043,PROD_000163,EMP_000071,2023-12-27,2024-01-02,7,179.8,9.1,98.62,277.96,Returned,2997 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001473,CUST_000401,PROD_000087,EMP_000109,2025-04-29,2025-05-06,4,635.84,7.1,21.21,681.33,Pending,8552 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001474,CUST_000750,PROD_000034,EMP_000099,2025-01-22,2025-01-25,6,248.17,16.2,95.44,24.35,Pending,8103 Pine St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001475,CUST_000775,PROD_000135,EMP_000073,2023-12-03,2023-12-05,5,895.02,1.8,88.41,533.93,Processing,5678 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001476,CUST_000378,PROD_000004,EMP_000195,2024-10-21,2024-10-31,4,740.12,7.4,18.41,63.57,Cancelled,9258 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001477,CUST_000144,PROD_000068,EMP_000070,2025-07-09,2025-07-10,5,928.58,6.1,2.4,623.54,Delivered,7934 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001478,CUST_000694,PROD_000085,EMP_000180,2024-12-05,2024-12-09,3,758.92,14.7,62.96,228.41,Delivered,5810 Pine St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001479,CUST_000408,PROD_000017,EMP_000113,2024-05-09,2024-05-12,8,363.39,28.4,33.76,316.88,Pending,4721 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001480,CUST_000931,PROD_000100,EMP_000105,2025-01-31,2025-02-07,2,346.18,20.5,58.01,800.65,Cancelled,2090 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001481,CUST_000474,PROD_000182,EMP_000014,2025-02-01,2025-02-04,2,352.28,28.0,9.82,885.86,Processing,4089 Main St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001482,CUST_000162,PROD_000121,EMP_000159,2024-05-13,2024-05-22,10,647.58,9.9,18.09,295.14,Delivered,7753 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001483,CUST_000906,PROD_000145,EMP_000018,2023-08-13,2023-08-16,10,866.21,25.9,22.1,919.77,Returned,9839 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001484,CUST_000355,PROD_000154,EMP_000063,2024-05-08,2024-05-18,6,321.9,20.0,8.75,294.95,Processing,1381 Main St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001485,CUST_000963,PROD_000173,EMP_000048,2024-05-29,2024-06-01,1,834.89,21.2,85.64,724.43,Shipped,9799 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001486,CUST_000735,PROD_000071,EMP_000065,2025-07-31,2025-08-04,7,258.66,6.5,26.7,258.47,Processing,9232 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001487,CUST_000151,PROD_000041,EMP_000177,2024-11-18,2024-11-19,1,468.74,4.5,91.98,958.06,Delivered,8196 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001488,CUST_000473,PROD_000131,EMP_000013,2025-02-24,2025-03-05,8,922.51,9.6,48.24,65.81,Processing,3087 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001489,CUST_000041,PROD_000004,EMP_000012,2024-12-23,2025-01-02,1,900.51,20.0,21.17,975.71,Shipped,8430 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001490,CUST_000981,PROD_000122,EMP_000115,2023-10-13,2023-10-19,5,408.45,16.5,12.06,174.04,Returned,5064 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001491,CUST_000297,PROD_000071,EMP_000108,2024-11-29,2024-12-03,4,191.96,8.6,37.85,652.02,Returned,6769 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001492,CUST_000343,PROD_000076,EMP_000192,2025-05-29,2025-06-05,4,339.56,14.0,49.51,320.45,Pending,8433 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001493,CUST_000406,PROD_000146,EMP_000173,2024-03-10,2024-03-17,6,706.59,17.0,91.31,414.3,Delivered,207 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001494,CUST_000225,PROD_000115,EMP_000191,2023-08-12,2023-08-18,3,190.5,25.3,73.68,520.68,Returned,2289 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001495,CUST_000164,PROD_000048,EMP_000033,2024-01-04,2024-01-10,2,735.02,10.2,48.0,591.99,Shipped,3244 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001496,CUST_000497,PROD_000102,EMP_000106,2024-12-11,2024-12-12,5,79.38,4.3,42.96,221.86,Processing,7732 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001497,CUST_000810,PROD_000125,EMP_000040,2024-12-21,2024-12-24,10,563.96,3.7,61.99,208.31,Returned,2435 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001498,CUST_000157,PROD_000043,EMP_000156,2023-11-22,2023-11-28,1,96.07,29.7,66.7,935.93,Cancelled,6458 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001499,CUST_000472,PROD_000111,EMP_000174,2025-07-08,2025-07-18,6,206.15,1.6,54.58,543.11,Processing,4818 Pine St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001500,CUST_000704,PROD_000160,EMP_000007,2024-04-22,2024-04-23,8,510.71,9.3,39.92,980.74,Delivered,9955 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001501,CUST_000952,PROD_000176,EMP_000002,2024-05-19,2024-05-29,5,218.25,12.3,15.88,685.45,Shipped,269 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001502,CUST_000594,PROD_000047,EMP_000086,2024-08-25,2024-09-01,3,575.15,23.8,37.7,569.91,Processing,3453 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00001503,CUST_000753,PROD_000041,EMP_000125,2024-05-02,2024-05-06,5,720.65,26.5,92.18,821.84,Cancelled,2714 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
